,도서명,저자,출판사,ISBN,주제분류번호,등록일자,이미지주소
4734,(주희쌤의) 컴퓨터 활용능력 1급 실기,이주희 지음,,9788964259818,004.077,2019-03-20,http://image.kyobobook.co.kr/images/book/large/818/l9788964259818.jpg
4735,(주희쌤의) 컴퓨터 활용능력 1급 실기,이주희 지음,,9788964259825,004.077,2019-03-20,http://image.kyobobook.co.kr/images/book/large/825/l9788964259825.jpg
4736,(주희쌤의) 컴퓨터 활용능력 1급 실기,이주희 지음,,9788964259832,004.077,2019-03-20,http://image.kyobobook.co.kr/images/book/large/832/l9788964259832.jpg
4737,Hello coding 파이썬 :쌩초보의 처음 프로그래밍 ,윤인성 지음,한빛미디어,9791162240274,005.133,2019-03-11,http://image.kyobobook.co.kr/images/book/large/274/l9791162240274.jpg
4738,(해킹 입문자를 위한) TCP/IP 이론과 보안 ,오동진 지음,에이콘,9788960778474,004.52,2019-02-25,http://image.kyobobook.co.kr/images/book/large/474/l9788960778474.jpg
4739,(손으로 익히며 배우는) 네트워크 첫걸음 ,Gene 지음 ;진솔 옮김,한빛미디어,9788968488719,004.57,2019-02-18,http://image.kyobobook.co.kr/images/book/large/719/l9788968488719.jpg
4740,(디지털 건축을 위한) Rhino 3D 6 reality ,지은이: 이행종,Digital Books(디지털북스),9788960882430,004.76,2019-02-18,http://image.kyobobook.co.kr/images/book/large/430/l9788960882430.jpg
4741,(7급 전산직) 박미진 소프트웨어공학 :7급 전산직 공무원 대비 ,박미진 편저,비전에듀테인,9788997910809,004.077,2019-02-15,http://image.kyobobook.co.kr/images/book/large/809/l9788997910809.jpg
4742,소프트웨어공학 기출문제집 :2019 최신개정판 :전산직공무원 수험서의 Bible :문제편 ,박태순 편저,탑스팟,9791162190760,004.077,2019-02-15,http://image.kyobobook.co.kr/images/book/large/760/l9791162190760.jpg
4743,컴퓨터일반 이론편 :2019 최신개정판 :전산직·계리직공무원 수험서의 Bible,"박태순,이성행 공저",탑스팟,9791162190449,004.077,2019-02-15,http://image.kyobobook.co.kr/images/book/large/449/l9791162190449.jpg
4744,도티&잠뜰 천재 해커의 비밀 ,글: 이영미 ;그림: 유희석,대원키즈,9791133487011,004.6,2019-02-08,http://image.kyobobook.co.kr/images/book/large/011/l9791133487011.jpg
4745,"코딩 :코딩 작전명, 지구를 구해라! ",글: 최재훈 ;그림: 툰쟁이,와이즈만BOOKs(와이즈만북스),9791187513544,005.1,2019-02-08,http://image.kyobobook.co.kr/images/book/large/544/l9791187513544.jpg
4746,베가스 프로 16 =Vegas pro 16 :누구나 따라하며 쉽게 배우는 영상 편집 ,임새롬 지음,인투북스,9788969090133,005.567,2019-02-07,http://image.kyobobook.co.kr/images/book/large/133/l9788969090133.jpg
4747,C 프로그래밍 핵심가이드 :애프터스킬 :우리가 C 언어를 선택하는 이유 ,주철오 지음,아이콕스,9791186886779,005.133,2019-02-07,http://image.kyobobook.co.kr/images/book/large/779/l9791186886779.jpg
4748,실전 네트워크 및 네트워크 보안 실무,현정훈 지음,에이콘,9788960779846,004.612,2019-01-30,http://image.kyobobook.co.kr/images/book/large/846/l9788960779846.jpg
4749,실용주의 소프트웨어 개발:현장에서 길어올린 소프트웨어 개발 베스트 프랙티스(Best Practices),오병곤 지음,로드북,9788997924295,005.1,2019-01-30,http://image.kyobobook.co.kr/images/book/large/295/l9788997924295.jpg
4750,(20일 완성) 나도 일러스트레이터 할 수 있다 :일러스트레이터가 내 손처럼 익숙해지는 반복 학습 트레이닝 :일러스트레이터 한글 버전 ,박혜진 지음,한빛미디어,9791162241370,005.565,2019-01-28,http://image.kyobobook.co.kr/images/book/large/370/l9791162241370.jpg
4751,Excel 사용자를 위한 R프로그래밍 ,지은이: 콘래드 칼버그 ;옮긴이: 최다은,혜지원,9788983799760,005.54,2019-01-24,http://image.kyobobook.co.kr/images/book/large/760/l9788983799760.jpg
4752,(초보자도 만드는) 사물 인터넷 IOT ,"저자: 임수동,전재석,조장원",크라운출판사,9788940634882,004.58,2019-01-22,http://image.kyobobook.co.kr/images/book/large/882/l9788940634882.jpg
4753,(이기적) 컴퓨터그래픽스운용기능사 :필기 미니족보 ,영진정보연구소 저,Youngjin.com(영진닷컴),9788931457704,004.76077,2018-11-15,http://image.kyobobook.co.kr/images/book/large/704/l9788931457704.jpg
4754,(이기적) ITQ 환상의 콤비 :ver. 2010,영진정보연구소 저,Youngjin.com(영진닷컴),9788931457605,005.5077,2018-10-30,http://image.kyobobook.co.kr/images/book/large/605/l9788931457605.jpg
4755,인공지능,명로진 글;이우일 그림,성안당,9788931582185,004.73,2018-10-29,http://image.kyobobook.co.kr/images/book/large/185/l9788931582185.jpg
4756,(New 홍마리오의) 워드프레스 중급 :커스터마이징 준비|커스터마이징에 필요한 필수 CSS|실전 웹사이트 커스터마이징|엄선된 13개 플러그인 적용하기|사이트 관리·활성화 기능익히기 ,"지은이: 황홍식,이현,추종범",앤써북,9791185553252,005.118,2018-10-02,http://image.kyobobook.co.kr/images/book/large/252/l9791185553252.jpg
4757,캐릭터 애니메이션 :Pitching your ideas! ,허성회 저,비엘북스,9791186573129,004.76,2018-09-21,http://image.kyobobook.co.kr/images/book/large/129/l9791186573129.jpg
4758,인터넷 해킹과 보안 :정보 보안 개론과 실습 ,김경곤 지음,한빛아카데미,9791156643272,004.61,2018-09-18,http://image.kyobobook.co.kr/images/book/large/272/l9791156643272.jpg
4759,(스위프트로 만드는) 실전강좌! 아이폰 앱 프로그래밍 ,"오오시게 요시유키 지음 ;김은철,유세라 옮김",위키북스,9791158390457,005.58,2018-09-18,http://image.kyobobook.co.kr/images/book/large/457/l9791158390457.jpg
4760,안드로이드 임베디드 프로그래밍 깊게 들어가기 ,"로저 예 지음 ;이상훈,김은혜 옮김",스포트라잇북,9791187431084,005.43,2018-09-18,http://image.kyobobook.co.kr/images/book/large/084/l9791187431084.jpg
4761,"홀로렌즈 블루프린트 :혼합 현실로의 시작, 홀로그래픽 앱 개발 ","아비짓 자나,미니시 샤르마,말리카후나 라오 지음 ;고은혜 옮김",에이콘,9791161751948,004.783,2018-09-07,http://image.kyobobook.co.kr/images/book/large/948/l9791161751948.jpg
4762,스파크 2.0으로 하는 고속 스마트 빅데이터 분석과 처리 3/e :표준 SQL과 진화한 데이터 표현 지원 ,크리슈나 산카르 지음 ;조효성 옮김,에이콘,9791161750569,005.76,2018-09-03,http://image.kyobobook.co.kr/images/book/large/569/l9791161750569.jpg
4763,(3D 초급자를 위한) MAYA 2017 modeling ,"지은이: 이승엽,김봉규",이오,9791195341580,004.76,2018-09-03,http://image.kyobobook.co.kr/images/book/large/580/l9791195341580.jpg
4764,(이렇게 기막힌 적중률 2018) 컴퓨터활용능력 :1급 실기 기출문제집,"박윤정,서승완,영진정보연구소 공저",Youngjin.com(영진닷컴),9788931455687,004.077,2018-08-31,http://image.kyobobook.co.kr/images/book/large/687/l9788931455687.jpg
4765,(이기적) 워드 프로세서 실기 기본서 :한글 2010 ,"송재현,영진정보연구소 공저",Youngjin.com(영진닷컴),9788931457407,005.51077,2018-08-31,http://image.kyobobook.co.kr/images/book/large/407/l9788931457407.jpg
4766,(이기적) 워드프로세서 :필기 기본서 ,"저자: 이상미,김옥남,진정순",Youngjin.com(영진닷컴),9788931457384,005.51077,2018-08-17,http://image.kyobobook.co.kr/images/book/large/384/l9788931457384.jpg
4767,시나공 기출문제집 :정보처리기사 필기 :2018 최신판 ,"길벗알앤디,강윤석,김용갑,김우경,김종일 지음",길벗,9791160503203,004.077,2018-08-17,http://image.kyobobook.co.kr/images/book/large/203/l9791160503203.jpg
4768,"파이썬 병렬 프로그래밍 :threading, multiprocessing, PP, Celery, asyncio 모듈 이해와 활용 ",지은이: 얀 팔라흐 ;옮긴이: 이문호,에이콘,9788960779204,005.133,2018-08-09,http://image.kyobobook.co.kr/images/book/large/204/l9788960779204.jpg
4769,(하둡 기반 분산 로그 수집과 스트림 데이터 처리를 위한) 아파치 Flume 따라잡기 ,스티브 호프만 지음 ;이두식 옮김,에이콘,9788960777521,004.34,2018-08-09,http://image.kyobobook.co.kr/images/book/large/521/l9788960777521.jpg
4770,인공지능 콘텐츠 혁명 :인공지능 시대에 콘텐츠 제작자로 살아남기 ,고찬수 지음,한빛미디어,9791162240786,004.73,2018-08-08,http://image.kyobobook.co.kr/images/book/large/786/l9791162240786.jpg
4771,(맛있는 디자인) 애프터 이펙트 CC 2018 :가장 완벽한 디자인 레시피 ,이수정 지음,한빛미디어,9791162240762,005.567,2018-08-08,http://image.kyobobook.co.kr/images/book/large/762/l9791162240762.jpg
4772,"3D 프린터 101 :기초부터 활용까지, 3D 프린터의 모든 것 ",안상준 지음,한빛미디어,9791162240793,004.76,2018-08-08,http://image.kyobobook.co.kr/images/book/large/793/l9791162240793.jpg
4773,게임을 움직이는 수학과 물리 =Game math & physics for developers ,도마에 요시키 지음 ;장진희 옮김,길벗,9791160500813,005.11,2018-07-16,http://image.kyobobook.co.kr/images/book/large/813/l9791160500813.jpg
4774,(초보자를 위한) Oracle 12c :DBA 편 ,"권순용,이가혜,권선민,김재형,유두현 공저",Axiom(엑시엄정보시스템),9791195942534,005.7533,2018-07-10,http://image.kyobobook.co.kr/images/book/large/534/l9791195942534.jpg
4775,(이렇게 기막힌 적중률) 웹디자인기능사 :필기 기본서,"저자: 윤미선,영진정보연구소",Youngjin.com(영진닷컴),9788931456653,004.76077,2018-06-19,http://image.kyobobook.co.kr/images/book/large/653/l9788931456653.jpg
4776,진짜! 코딩 교과서 :지금은 코딩 필수 시대! 교과서 집필진이 자신 있게 추천하는,"집필진 : 이태욱,최현종,이현아,김미란",동아출판,9788900427264,005.1,2018-06-15,http://image.kyobobook.co.kr/images/book/large/264/l9788900427264.jpg
4777,"Scikit-learn으로 머신 러닝 마스터 :지도 학습, 비지도 학습, 강화 학습 :핵심 기법 이해와 활용 ",개빈 해클링 지음 ;이병욱 옮김,에이콘,9791161751603,004.73,2018-06-11,http://image.kyobobook.co.kr/images/book/large/603/l9791161751603.jpg
4778,(2017) 컴퓨터 일반 쪽집게 기출문제집 =Computer general :전산·계리직 공무원 수험서의 바이블 ,박태순 편저,탑스팟,9791186814734,004.077,2018-06-05,http://image.kyobobook.co.kr/images/book/large/734/l9791186814734.jpg
4779,(이렇게 기막힌 적중률) 웹디자인기능사 :실기 기본서 :핵심이론+기출 유형 문제 ,저자: 윤미선,영진닷컴,9788931456387,004.76077,2018-06-05,http://image.kyobobook.co.kr/images/book/large/387/l9788931456387.jpg
4780,"안드로이드 앱 성능 최적화 :속도, 최적화, 테스트 실전 가이드 ",더그 실라스 지음 ;전병권 옮김,로드북,9788997924264,005.11,2018-05-29,http://image.kyobobook.co.kr/images/book/large/264/l9788997924264.jpg
4781,OpenCV를 활용한 컴퓨터 비전 프로그래밍 :기본 영상처리부터 고급 컴퓨터 비전까지 ,로버트 라가니에 지음 ;이문호 옮김,에이콘,9788960777811,004.77,2018-05-21,http://image.kyobobook.co.kr/images/book/large/811/l9788960777811.jpg
4782,(2018 이기적) 컴퓨터활용능력 2급 필기 기본서,"홍태성,영진정보연구소 공저",Youngjin.com(영진닷컴),9788931455793,004.077,2018-05-16,http://image.kyobobook.co.kr/images/book/large/793/l9788931455793.jpg
4783,(2018 이기적) 컴퓨터활용능력 2급 필기 기출문제집 ,영진정보연구소 저,Youngjin.com(영진닷컴),9788931455816,004.077,2018-05-16,http://image.kyobobook.co.kr/images/book/large/816/l9788931455816.jpg
4784,"파이썬으로 배우는 컴퓨팅사고 :STEAM, 이젠 파이썬으로 코딩한다 ","지은이: 김진일,윤장혁",연두에디션,9791195730490,005.133,2018-05-08,http://image.kyobobook.co.kr/images/book/large/490/l9791195730490.jpg
4785,(쉽게 배우는) 파이썬 with 컴퓨팅 사고력 ,"지은이: 황혜정,유현수,박진영,최리사",필통,9788955027389,005.133,2018-05-08,http://image.kyobobook.co.kr/images/book/large/389/l9788955027389.jpg
4786,리액트 웹앱 제작 총론 :최적화된 고성능 웹앱 UI 개발 가이드 ,크루파 친나탐비 지음 ;이태상 옮김,에이콘,9791161750118,005.118,2018-05-08,http://image.kyobobook.co.kr/images/book/large/118/l9791161750118.jpg
4787,(도티&잠뜰) 코딩,글: 유경원 ;그림: 최대식,대원씨아이,9791133450831,005.1,2018-05-08,http://image.kyobobook.co.kr/images/book/large/831/l9791133450831.jpg
4788,인공지능 논리 Prolog 프로그래밍 ,"W.F. Clocksin,C.S. Mellish 지음 ;배재학 옮김",한티미디어,9788964213285,005.133,2018-05-06,http://image.kyobobook.co.kr/images/book/large/285/l9788964213285.jpg
4789,빅데이터 개론 =Big data ,"지은이: 한국소프트웨어기술인협회 빅데이터전략연구소,노규성,김미연,김용영,김의창,김진화,남수현,박성택,서동조,서창갑,안성진,이상훈,임기흥,최천규,하태현",光文閣,9788970938752,005.76,2018-05-06,http://image.kyobobook.co.kr/images/book/large/752/l9788970938752.jpg
4790,(2018 이기적) 컴퓨터활용능력 1급 필기 기본서,"홍태성,영진정보연구소 공저",영진닷컴,9788931455786,004.077,2018-05-04,http://image.kyobobook.co.kr/images/book/large/786/l9788931455786.jpg
4791,(2018 이기적) 컴퓨터활용능력 :1급 실기 기본서,"박윤정,서승완,영진정보연구소 공저",Youngjin.com(영진닷컴),9788931455670,004.077,2018-05-04,http://image.kyobobook.co.kr/images/book/large/670/l9788931455670.jpg
4792,이것이 iOS다 :swift로 시작하는 iOS 10 앱 개발 입문 ,송종근 지음,한빛미디어,9788968484759,005.58,2018-04-16,http://image.kyobobook.co.kr/images/book/large/759/l9788968484759.jpg
4793,(코드를 몰라도 실무 예제를 중심으로 따라 하며 배우는) 디자이너를 위한 프레이머 ,"박재환,이정익 지음",에이콘,9791161750545,005.1,2018-04-16,http://image.kyobobook.co.kr/images/book/large/545/l9791161750545.jpg
4794,"리눅스에서 하는 스위프트 개발 :기본 문법부터 클로저, 프로토콜, HTTP 통신까지 ",존 호프만 지음 ;권석기 옮김,에이콘,9791161751238,005.58,2018-04-02,http://image.kyobobook.co.kr/images/book/large/238/l9791161751238.jpg
4795,(iOS 앱 개발을 위한) Swift 4 ,김근영 저,Digital Books(디지털북스),9788960882119,005.133,2018-03-26,http://image.kyobobook.co.kr/images/book/large/119/l9788960882119.jpg
4796,(일렉트론과 NW.js를 사용한) 크로스 플랫폼 데스크톱 애플리케이션 ,지은이: 폴 젠슨,프리렉,9788965402091,005.58,2018-03-23,http://image.kyobobook.co.kr/images/book/large/091/l9788965402091.jpg
4797,디펜시브 시큐리티 핸드북 :안전한 인프라 구축을 위한 완벽한 솔루션 ,"리 브라더스톤,아만다 베를린 지음 ;이진호,송은지 옮김",에이콘,9791161751269,004.61,2018-03-23,http://image.kyobobook.co.kr/images/book/large/269/l9791161751269.jpg
4798,데이터 분석 전문가／준전문가 :ADP ADsP 자격검정시험 대비 :단기완성 ,김경태 편저,시대고시기획,9791125443568,005.76077,2018-03-20,http://image.kyobobook.co.kr/images/book/large/568/l9791125443568.jpg
4799,두근두근 파이썬 :쉽고! 재밌고! 흥미로운 코딩 맛! ,천인국 지음,생능출판,9788970508931,005.133,2018-03-19,http://image.kyobobook.co.kr/images/book/large/931/l9788970508931.jpg
4800,(레이아웃별로 따라하면서 배우는) 카페24 스마트 디자인을 이용한 쇼핑몰 실전 테크닉 ,고은희 지음,아티오,9791188059164,005.56,2018-03-12,http://image.kyobobook.co.kr/images/book/large/164/l9791188059164.jpg
4801,PHP로 쉽게 시작하는 웹 프로그래밍 ,"이성욱,장종준 共著",21세기사,9788984687370,005.138,2018-03-12,http://image.kyobobook.co.kr/images/book/large/370/l9788984687370.jpg
4802,(2018 시나공) 정보처리기사 실기 :산업기사 포함,"한기준,김기윤,김정준,강윤석,길벗알앤디 지음",길벗,9791160504026,004.077,2018-03-05,http://image.kyobobook.co.kr/images/book/large/026/l9791160504026.jpg
4803,(2018 이기적) 정보처리기사(산업기사 포함) :실기 기본서,"김명주,강희영 지음",Youngjin.com(영진닷컴),9788931455908,004.077,2018-02-19,http://image.kyobobook.co.kr/images/book/large/908/l9788931455908.jpg
4804,(2018 시나공) 정보처리산업기사 필기 =The written examination for industrial engineer information processing,"홍봉선,강윤석,김용갑,김우경,길벗알앤디 지음",길벗,9791160503159,004.077,2018-02-19,http://image.kyobobook.co.kr/images/book/large/159/l9791160503159.jpg
4805,(2018 우체국공무원 계리직 시험) 컴퓨터일반 문제집 ,문혜영 편저,더배움,9791160090390,004.077,2018-02-19,http://image.kyobobook.co.kr/images/book/large/390/l9791160090390.jpg
4806,(2018) 빨간우체통 계리직 :컴퓨터일반 심화 [이론편+문제편] ,임성애 편저,북이그잼,9791156835837,004.077,2018-02-19,http://image.kyobobook.co.kr/images/book/large/837/l9791156835837.jpg
4807,(2018 시나공) 정보처리기사 필기,"홍봉선,강윤석,김용갑,김우경,길벗알앤디 지음",길벗,9791160503142,004.077,2018-02-19,http://image.kyobobook.co.kr/images/book/large/142/l9791160503142.jpg
4808,(9급 계리직) 컴퓨터 일반 :우정사업본부 지방우정청 우정서기보 :최단기 완성/알짜요약 알짜문제 ,"김대영,이재환,이상미 공편저",한국고시회,9791156462644,004.077,2018-02-19,http://image.kyobobook.co.kr/images/book/large/644/l9791156462644.jpg
4809,주키퍼 :고가용성 서버를 위한 분산 프로세스 코디네이션 ,"플라비오 융케이라,벤자민 리드 지음 ;한연수,박용준 옮김",에이콘,9788960775978,005.7534,2018-02-13,http://image.kyobobook.co.kr/images/book/large/978/l9788960775978.jpg
4810,Spotfire 초보자x가이드 ,김성기 지음,한나래출판사,9788955662047,005.76,2018-02-13,http://image.kyobobook.co.kr/images/book/large/047/l9788955662047.jpg
4811,(이론과 실습으로 배우는) 디지털 영상처리 ,"심동규,임웅 지음",한빛아카데미,9791156641575,004.77,2018-02-08,http://image.kyobobook.co.kr/images/book/large/575/l9791156641575.jpg
4812,"하이브 핵심정리 :하둡 기반 대용량 데이터 저장, 관리의 핵심 솔루션 ",다융 두 지음 ;김용환 옮김,에이콘출판,9788960779792,005.11,2018-02-05,http://image.kyobobook.co.kr/images/book/large/792/l9788960779792.jpg
4813,"사이버 물리 시스템 :사물인터넷과 임베디드 시스템의 핵심 기술, 사례와 동향 ","라구나탄 라즈쿠마르,디오니시오 데 니즈,마크 클라인 지음 ;김광일 옮김",에이콘,9791161751047,004.73,2018-02-05,http://image.kyobobook.co.kr/images/book/large/047/l9791161751047.jpg
4814,(진짜 쉽고 쓸모 있는 언어) 파이썬 :기초부터 라즈베리 파이로 TV 제어에 주크박스까지! ,안진섭 지음,BM성안당,9788931554502,005.133,2018-01-30,http://image.kyobobook.co.kr/images/book/large/502/l9788931554502.jpg
4815,"현대 네트워크 기초 이론 :SDN, NFV, QoE, IoT, 클라우드 ","윌리엄 스탈링스 지음 ;강지양,남기혁 옮김",에이콘,9788960779181,004.5,2018-01-22,http://image.kyobobook.co.kr/images/book/large/181/l9788960779181.jpg
4816,유니티로 배우는 게임 인공지능 :게임 개발 필수 70가지 인공지능 패턴 ,호르헤 팔라시오스 지음 ;최동훈 옮김,에이콘,9788960779785,005.11,2018-01-22,http://image.kyobobook.co.kr/images/book/large/785/l9788960779785.jpg
4817,자바스크립트+jQuery 완전정복 스터디 =Javascript jQuery :웹 프론트엔드 개발자를 위한 필독서!,김춘경 지음,위키북스,9791158390129,005.138,2018-01-22,http://image.kyobobook.co.kr/images/book/large/129/l9791158390129.jpg
4818,소플의 처음 만난 리액트,이인제,한빛미디어,9791162245682,005.118,2022-06-25,http://image.kyobobook.co.kr/images/book/large/682/l9791162245682.jpg
4819,아이패드 브러시 패턴으로 그림 그리기,댈희,성안당,9788931558777,005.565,2022-06-16,http://image.kyobobook.co.kr/images/book/large/777/l9788931558777.jpg
4820,"행복을 그리는 시간, 아이패드 드로잉 with 어도비 프레스코",메리 진(오은진),제이펍,9791191600933,005.565,2022-06-16,http://image.kyobobook.co.kr/images/book/large/933/l9791191600933.jpg
4821,데이터베이스 개론 (제3판),김연희,한빛아카데미,9791156645771,005.74,2022-06-16,http://image.kyobobook.co.kr/images/book/large/771/l9791156645771.jpg
4822,R을 이용한 웹스크레이핑과 데이터분석,곽기영,청람,9788959728732,005.54,2022-06-16,http://image.kyobobook.co.kr/images/book/large/732/l9788959728732.jpg
4823,엑셀과 파워포인트 2019,김지연 지음,한빛아카데미,9791156645863,005.5,2022-05-25,http://image.kyobobook.co.kr/images/book/large/863/l9791156645863.jpg
4824,엑셀 에센스 사전 100,한은숙 지음,한빛미디어,9791162244944,005.53,2022-05-25,http://image.kyobobook.co.kr/images/book/large/944/l9791162244944.jpg
4825,엑셀 매크로&VBA 업무 공략집,최준선 지음,한빛미디어,9791162244937,005.53,2022-05-25,http://image.kyobobook.co.kr/images/book/large/937/l9791162244937.jpg
4826,자바스크립트 프로그래밍 입문 :기본 문법부터 Node.js를 이용한 프로젝트 완성까지 ,윤인성 지음,한빛아카데미,9791156645887,005.138,2022-05-10,http://image.kyobobook.co.kr/images/book/large/887/l9791156645887.jpg
4827,데이터 과학을 위한 기초수학 =Basic mathematics for data science :with 파이썬 ,이병준 지음,한빛아카데미,9791156645160,005.76,2022-05-10,http://image.kyobobook.co.kr/images/book/large/160/l9791156645160.jpg
4828,그래프 신경망 입문,"즈위안 리우,지에 저우 지음;정지수 옮김",에이콘출판,9791161756400,004.73,2022-05-10,http://image.kyobobook.co.kr/images/book/large/400/l9791161756400.jpg
4829,클라우드 마이그레이션 입문서,이근우,북랩,9791168361317,004.588,2022-05-04,http://image.kyobobook.co.kr/images/book/large/317/l9791168361317.jpg
4830,처음 만나는 WSL :개발자 및 IT 전문가를 위한 리눅스용 윈도우 하위 시스템 실무 안내서 ,프래틱 싱 지음 ;남정현 옮김,한빛미디어,9791162245293,005.44,2022-04-27,http://image.kyobobook.co.kr/images/book/large/293/l9791162245293.jpg
4831,라즈베리파이4로 구현하는 사물인터넷(IoT)과 인공지능(AI) ,"김경연,이현,김영민,양정모 지음",光文閣,9788970936123,004.16,2022-04-19,http://image.kyobobook.co.kr/images/book/large/123/l9788970936123.jpg
4832,사물인터넷과 생태계 =Internet of Things and its ecosystem ,이훈 지음,한티미디어,9788964214138,004.58,2022-04-11,http://image.kyobobook.co.kr/images/book/large/138/l9788964214138.jpg
4833,Ghidra를 활용한 리버스 엔지니어링 입문,A. P. 데이비드,에이콘,9791161755830,004.61,2022-04-02,http://image.kyobobook.co.kr/images/book/large/830/l9791161755830.jpg
4834,헬름 배우기,"앤드류 블록, 오스틴 듀이",에이콘(에이콘출판주식회사),9791161755359,004.588,2022-03-23,http://image.kyobobook.co.kr/images/book/large/359/l9791161755359.jpg
4835,도커에서 윈도우 컨테이너 사용하기 2/e,엘튼 스톤맨,에이콘(에이콘출판주식회사),9791161755762,005.1,2022-03-23,http://image.kyobobook.co.kr/images/book/large/762/l9791161755762.jpg
4836,MLFlow를 활용한 MLOps,"스리다르 알라, 수만 칼리안 아다리",에이콘출판,9791161756134,004.73,2022-03-23,http://image.kyobobook.co.kr/images/book/large/134/l9791161756134.jpg
4837,프로그래밍 대회 공략을 위한 알고리즘과 자료 구조 입문,"와타노베 유타카 지음, 윤인성 옮김",인사이트,9788966263271,005.1,2022-03-07,http://image.kyobobook.co.kr/images/book/large/271/l9788966263271.jpg
4838,코드 한 줄 없이 시작하는 MicroSoft RPA 파워 오토메이트,김성준 지음,프리렉,9788965403258,005.1,2022-03-07,http://image.kyobobook.co.kr/images/book/large/258/l9788965403258.jpg
4839,이야기로 다가가는 HTML,고코더(이진현) 지음,비제이퍼블릭,9791165921187,004.583,2022-03-07,http://image.kyobobook.co.kr/images/book/large/187/l9791165921187.jpg
4840,맛있는 디자인 포토샵 & 일러스트레이터 CC 2022,빨간고래(박정아).윤이사라(포완카) 지음,한빛미디어,9791162245101,005.565,2022-03-07,http://image.kyobobook.co.kr/images/book/large/101/l9791162245101.jpg
4841,된다! 김메주의 유튜브 영상 만들기,김혜주 지음,이지스퍼블리싱,9791163033103,004.59,2022-03-07,http://image.kyobobook.co.kr/images/book/large/103/l9791163033103.jpg
4842,누구나 자료 구조와 알고리즘,"제이 웬그로우 지음, 심지현 옮김",길벗,9791165217815,005.73,2022-03-07,http://image.kyobobook.co.kr/images/book/large/815/l9791165217815.jpg
4843,유니티 게임 이펙트 마스터 가이드,아키야마 타카히로,위키북스,9791158392222,005.11,2022-02-25,http://image.kyobobook.co.kr/images/book/large/222/l9791158392222.jpg
4844,Joyce의 안드로이드 앱 프로그래밍 with 코틀린,홍정아,골든래빗(주),9791191905090,005.11,2022-02-25,http://image.kyobobook.co.kr/images/book/large/090/l9791191905090.jpg
4845,Selenium을 활용한 테스트 자동화 2/e,"언메시 건데차, 사티야 아바사알라",에이콘출판,9791161755854,005.14,2022-02-16,http://image.kyobobook.co.kr/images/book/large/854/l9791161755854.jpg
4846,LIVE2D 캐릭터 모델링 기초 강의,fumi,AK(에이케이)커뮤니케이션즈,9791127449223,004.76,2022-01-26,http://image.kyobobook.co.kr/images/book/large/223/l9791127449223.jpg
4847,전공자의 첫 C 언어 프로그래밍,서동만.전수빈 지음,인피니티북스,9791185578736,005.13,2021-11-16,http://image.kyobobook.co.kr/images/book/large/736/l9791185578736.jpg
4848,앱 인벤터를 활용한 창의적 문제해결,목원대학교 스톡스대학 SW교양학부 지음,인피니티북스,9791185578842,005.58,2021-11-16,http://image.kyobobook.co.kr/images/book/large/842/l9791185578842.jpg
4849,맥OS 무작정 따라하기,고경희 지음,길벗,9791165216269,005.44,2021-11-16,http://image.kyobobook.co.kr/images/book/large/269/l9791165216269.jpg
4850,데이터는 어떻게 자산이 되는가?,김옥기 지음,,9791163032724,005.7,2021-11-16,http://image.kyobobook.co.kr/images/book/large/724/l9791163032724.jpg
4851,Perfect C,강환수.강환일.이동규 지음,인피니티북스,9791185578835,005.133,2021-11-16,http://image.kyobobook.co.kr/images/book/large/835/l9791185578835.jpg
4852,C로 배우는 쉬운 자료구조,이지영 지음,한빛아카데미(교재),9791156645412,005.73,2021-11-16,http://image.kyobobook.co.kr/images/book/large/412/l9791156645412.jpg
4853,파이썬으로 시작하는 데이터 분석,강지영,아이리포,9791197347023,005.133,2021-11-08,http://image.kyobobook.co.kr/images/book/large/023/l9791197347023.jpg
4854,(이토록 쉬운) 머신러닝 & 딥러닝 입문 with 사이킷런+파이토치 :인공지능을 기초부터 확실하게 배우고 싶다면! ,홍승백 지음,루비페이퍼,9791186710692,004.73,2021-10-26,http://image.kyobobook.co.kr/images/book/large/692/l9791186710692.jpg
4855,"똑똑한 아이패드 활용법 :아이패드로 기록하고, 그림을 그리고, 나만의 사진과 영상 간직하기 ",윤다연 지음,시대인,9791138303743,004.16,2021-10-12,http://image.kyobobook.co.kr/images/book/large/743/l9791138303743.jpg
4856,HTML & CSS 마스터:HTML 기초부터 반응형 쇼핑몰 레이아웃 제작까지,어포스트 지음,Apost(어포스트),9791197122828,005.118,2021-08-25,http://image.kyobobook.co.kr/images/book/large/828/l9791197122828.jpg
4857,실전 버그 바운티:웹 해킹 실무 가이드,"피터 야로스키 지음;이진호,김현민 옮김",에이콘출판,9791161755489,004.61,2021-08-18,http://image.kyobobook.co.kr/images/book/large/489/l9791161755489.jpg
4858,(한권으로 독학하는) 프리미어 프로 :cc 2020 for 유튜브 크리에이터 ,김용기 저,Digital Books(디지털북스),9788960882980,005.567,2021-08-11,http://image.kyobobook.co.kr/images/book/large/980/l9788960882980.jpg
4859,(사용자를 끌어들이는) UX/UI의 비밀:MAU는 높이고 이탈률은 낮추는 UX/UI 실무 패턴 80,"제니퍼 티드웰,찰스 브루어,아인 발렌시아 지음,박재현 옮김",인사이트,9788966262991,004.78,2021-07-15,http://image.kyobobook.co.kr/images/book/large/991/l9788966262991.jpg
